,Threshold,F1,Jaccard
0,0.5,0.9058424258751498,0.8560325310561531
1,0.55,0.8998073384033818,0.8560325310561531
2,0.6000000000000001,0.8921563163238136,0.8560325310561531
3,0.6500000000000001,0.8850855734904114,0.8560325310561531
4,0.7000000000000002,0.874746472199973,0.8560325310561531
5,0.7500000000000002,0.8627771059861999,0.8560325310561531
6,0.8000000000000003,0.8511841163630439,0.8560325310561531
7,0.8500000000000003,0.8145839497195289,0.8560325310561531
8,0.9000000000000004,0.7665337551340975,0.8560325310561531
9,0.9500000000000004,0.3372749881816755,0.8560325310561531
