,Threshold,F1,Jaccard
0,0.5,0.8947154359212777,0.8499223628615612
1,0.55,0.8864582126081372,0.8499223628615612
2,0.6000000000000001,0.876380141775931,0.8499223628615612
3,0.6500000000000001,0.8677979795259416,0.8499223628615612
4,0.7000000000000002,0.8569600967351161,0.8499223628615612
5,0.7500000000000002,0.8456573685399358,0.8499223628615612
6,0.8000000000000003,0.8293568266743886,0.8499223628615612
7,0.8500000000000003,0.7981372889977563,0.8499223628615612
8,0.9000000000000004,0.7339045967054171,0.8499223628615612
9,0.9500000000000004,0.23178074530505705,0.8499223628615612
