,Threshold,F1,Jaccard
0,0.5,0.9586312581144434,0.8783503662104977
1,0.55,0.9517144416980743,0.8783503662104977
2,0.6000000000000001,0.9489356583071512,0.8783503662104977
3,0.6500000000000001,0.9457517593929211,0.8783503662104977
4,0.7000000000000002,0.9374156966871693,0.8783503662104977
5,0.7500000000000002,0.9277192115735078,0.8783503662104977
6,0.8000000000000003,0.9179593082207038,0.8783503662104977
7,0.8500000000000003,0.8890551186011064,0.8783503662104977
8,0.9000000000000004,0.8460575227731557,0.8783503662104977
9,0.9500000000000004,0.38444131082913646,0.8783503662104977
