,Threshold,F1,Jaccard
0,0.5,0.9642372439290323,0.880612726844587
1,0.55,0.9550355443623975,0.880612726844587
2,0.6000000000000001,0.9501546037334789,0.880612726844587
3,0.6500000000000001,0.9426499810545504,0.880612726844587
4,0.7000000000000002,0.9356160560562905,0.880612726844587
5,0.7500000000000002,0.926865405022873,0.880612726844587
6,0.8000000000000003,0.9191948705597557,0.880612726844587
7,0.8500000000000003,0.8980944608281906,0.880612726844587
8,0.9000000000000004,0.8061442532709678,0.880612726844587
9,0.9500000000000004,0.31215818371424986,0.880612726844587
