x	y	class	name	color
738.0469914040115	15.079656160458454		no label	0
823.1763059701492	17.35167910447761		no label	0
877.5520833333334	2.953125		no label	0
458.58041401273886	20.421974522292995		no label	0
168.37125416204216	29.430632630410656		no label	0
1012.8520225294419	21.23041474654378		no label	0
27.660723130262507	51.7974244675582		no label	0
616.099710982659	53.77023121387283		no label	0
150.2	42.44444444444444		no label	0
297.69620253164555	65.87974683544303		no label	0
641.5798319327731	60.69747899159664		no label	0
617.3084112149533	78.41121495327103		no label	0
120.34136546184739	119.32329317269077		no label	0
479.0195707070707	122.52146464646465		no label	0
46.2992125984252	125.35958005249344		no label	0
264.65376641326884	149.57083621285418		no label	0
387.85456320156175	202.42703757930698		no label	0
128.84650947757743	212.95053166897827		no label	0
248.2999157540017	300.2173546756529		no label	0
616.2263993316625	383.2481203007519		no label	0
585.6489479512735	385.5437430786268		no label	0
11.288104089219331	401.2657992565056		no label	0
16.164835164835164	426.4945054945055		no label	0
25.060234244283325	476.2163970998327		no label	0
568.8369065849923	514.4494640122512		no label	0
601.5059701492537	551.7873134328358		no label	0
646.258064516129	576.6671554252199		no label	0
591.8792452830189	633.7871698113207		no label	0
620.5	636.3214285714286		no label	0
75.1266994503905	707.8565229968181		no label	0
1086.8477690288714	761.4215223097112		no label	0
1007.7665615141956	801.4880126182966		no label	0
219.3494271685761	801.2315875613748		no label	0
290.9824701195219	816.7386454183267		no label	0
192.49874308697838	831.5887380593263		no label	0
1003.2	846.925		no label	0
757.7371948300622	885.1761608425084		no label	0
140.0183893468611	899.860494610019		no label	0
1091.7080062794348	954.8037676609105		no label	0
302.990174184904	958.1447074586869		no label	0
226.6192926045016	975.68038585209		no label	0
719.3598382749326	1053.81704851752		no label	0
527.2066390041493	1072.3809128630705		no label	0
