,Threshold,F1,Jaccard
0,0.5,0.9484490069354587,0.8463665109759549
1,0.55,0.936461613599025,0.8463665109759549
2,0.6000000000000001,0.9311119632494478,0.8463665109759549
3,0.6500000000000001,0.926233914469079,0.8463665109759549
4,0.7000000000000002,0.8982408974174069,0.8463665109759549
5,0.7500000000000002,0.8714775089022911,0.8463665109759549
6,0.8000000000000003,0.8382791805926206,0.8463665109759549
7,0.8500000000000003,0.8047106733350023,0.8463665109759549
8,0.9000000000000004,0.6972728418904237,0.8463665109759549
9,0.9500000000000004,0.2515193415204361,0.8463665109759549
