,Threshold,F1,Jaccard
0,0.5,0.8991394842463871,0.8286224565136339
1,0.55,0.8833319976156083,0.8286224565136339
2,0.6000000000000001,0.8787568342169679,0.8286224565136339
3,0.6500000000000001,0.872403893040605,0.8286224565136339
4,0.7000000000000002,0.8411622048687721,0.8286224565136339
5,0.7500000000000002,0.8090767143185287,0.8286224565136339
6,0.8000000000000003,0.7626192689258693,0.8286224565136339
7,0.8500000000000003,0.7254701100177984,0.8286224565136339
8,0.9000000000000004,0.6272236527404277,0.8286224565136339
9,0.9500000000000004,0.226500308000061,0.8286224565136339
