,Threshold,F1,Jaccard
0,0.5,0.9571584732690177,0.8616593507278407
1,0.55,0.9517058717010267,0.8616593507278407
2,0.6000000000000001,0.9425902110849004,0.8616593507278407
3,0.6500000000000001,0.9425902110849004,0.8616593507278407
4,0.7000000000000002,0.9098372813303008,0.8616593507278407
5,0.7500000000000002,0.8839712607015017,0.8616593507278407
6,0.8000000000000003,0.8473640583317834,0.8616593507278407
7,0.8500000000000003,0.8217601573099754,0.8616593507278407
8,0.9000000000000004,0.6939253578018072,0.8616593507278407
9,0.9500000000000004,0.2548142255680304,0.8616593507278407
