,Threshold,F1,Jaccard
0,0.5,0.9063393392090783,0.8438917142188671
1,0.55,0.9020311559403769,0.8438917142188671
2,0.6000000000000001,0.8901638693706296,0.8438917142188671
3,0.6500000000000001,0.8835301047066064,0.8438917142188671
4,0.7000000000000002,0.8516705187304743,0.8438917142188671
5,0.7500000000000002,0.8156254174309036,0.8438917142188671
6,0.8000000000000003,0.7736631896816335,0.8438917142188671
7,0.8500000000000003,0.737741013914368,0.8438917142188671
8,0.9000000000000004,0.6202854250558693,0.8438917142188671
9,0.9500000000000004,0.22838593840525978,0.8438917142188671
