,Threshold,F1,Jaccard
0,0.5,0.9454460081905145,0.8545329574829796
1,0.55,0.934969517468325,0.8545329574829796
2,0.6000000000000001,0.9304240629229221,0.8545329574829796
3,0.6500000000000001,0.9206903755578443,0.8545329574829796
4,0.7000000000000002,0.9082644681321561,0.8545329574829796
5,0.7500000000000002,0.8737548159915592,0.8545329574829796
6,0.8000000000000003,0.8417853620204016,0.8545329574829796
7,0.8500000000000003,0.7783341258987502,0.8545329574829796
8,0.9000000000000004,0.6726688468373875,0.8545329574829796
9,0.9500000000000004,0.20628270517461172,0.8545329574829796
