x	y	class	name	color
488.22469490308686	185.71284996410625		no label	0
69.28755760368664	180.59170506912443		no label	0
126.2756183745583	188.19316843345112		no label	0
933.2752293577981	220.63211009174313		no label	0
114.10105580693816	222.83559577677224		no label	0
89.28663101604278	241.6106951871658		no label	0
980.1930747922438	337.30581717451525		no label	0
701.6228448275862	327.54956896551727		no label	0
553.0211202938476	356.48438934802573		no label	0
731.2262222222222	429.18888888888887		no label	0
512.1252144082333	452.42495711835335		no label	0
932.4976470588235	452.8129411764706		no label	0
754.8946869070209	468.465844402277		no label	0
731.5693779904307	470.6866028708134		no label	0
394.93746630727765	500.34393530997306		no label	0
838.2893481717011	514.7297297297297		no label	0
1017.6710280373832	524.9546728971962		no label	0
685.3942408376963	533.3549738219896		no label	0
599.3515677118079	544.1704469646431		no label	0
372.68227248816413	595.4602840610205		no label	0
775.9147202607279	610.0662683324281		no label	0
404.6516290726817	605.1829573934837		no label	0
518.5778517901748	628.8413821815154		no label	0
1052.9715886354543	652.157262905162		no label	0
885.8828996282527	692.0130111524163		no label	0
625.6125654450261	710.5		no label	0
887.8095627298733	741.1961585615039		no label	0
457.39130434782606	753.2173913043479		no label	0
654.1537554069996	790.0271333071175		no label	0
312.8763282172373	834.4864226682408		no label	0
471.42107706592384	818.6290622098421		no label	0
746.7285281239474	844.1801953519704		no label	0
1043.7943831494483	852.4568706118355		no label	0
410.1593886462882	850.9868995633187		no label	0
629.6379679144385	889.7663101604278		no label	0
484.3901125795399	897.8830151737641		no label	0
990.1987513007284	904.7252861602498		no label	0
1041.8026905829597	936.6872197309417		no label	0
159.4061135371179	938.6069868995634		no label	0
814.1836202399583	955.8095983307251		no label	0
697.029067572669	1009.2993582483956		no label	0
778.4285714285714	985.0		no label	0
595.3727858293075	1001.4347826086956		no label	0
955.4285714285714	995.8928571428571		no label	0
438.31845077998923	1021.0849919311457		no label	0
962.7516087516087	1039.7541827541827		no label	0
370.50447966919364	1061.6526533425224		no label	0
934.4708926261319	1065.3699870633893		no label	0
473.17336683417085	1069.572864321608		no label	0
